Strike ID,Country,Date (MM-DD-YYYY),President,Most Specific Location,Most Specific Lat/Long,Latitude,Longitude,Minimum total people killed,Maximum total people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum reported injured,Ratio of Civilians to Total Killed,Other (Non-civilian/children Killed),,,,,,,,,,,,,,,,,,,
AFG249,Afghanistan ,08-11-2016,Obama,"Helmand, Afghanistan","31.363647,63.958611",31.363647,63.958611,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
AFG383,Afghanistan ,08-11-2017,Trump,"Maidan Wardak, Afghanistan","34.351349,68.238533",34.351349,68.238533,9,9,0,0,0,0,0,0,9,,,,,,,,,,,,,,,,,,,
B18,Pakistan,08-12-2008,Bush,"Bhaggar, South Waziristan, Pakistan","32.320237,69.859740",32.320237,69.859740,12,25,0,5,0,0,0,0.2,20,,,,,,,,,,,,,,,,,,,
YEM202,Yemen,08-12-2015,Obama,"Mukalla-Rukob road, Hadramout, Yemen","14.580239,49.215742",14.580239,49.215742,5,5,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,
AFG250,Afghanistan ,08-12-2016,Obama,"Khoshamand, Paktika, Afghanistan","32.264538,68.524714",32.264538,68.524714,20,25,0,5,0,4,25,0.2,16,,,,,,,,,,,,,,,,,,,
AFG384,Afghanistan ,08-12-2017,Trump,"Shorshorak, Nawa, Helmand, Afghanistan","32.402668,67.856978",32.402668,67.856978,5,5,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,
AFG251,Afghanistan ,08-13-2016,Obama,"Pekha, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,2,2,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,
YEM276,Yemen,08-13-2017,Trump,"Marakishah, Abyan, Yemen","13.634341,46.056321",13.634341,46.056321,0,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
AFG487,Afghanistan ,08-13-2018,Trump,"Ghazni, Ghazni, Afghanistan","33.545058,68.417397",33.545058,68.417397,220,220,0,0,0,0,0,0,220,,,,,,,,,,,,,,,,,,,
Ob107,Pakistan,08-14-2010,Obama,"Issori, North Waziristan, Pakistan","32.974432,70.251249",32.974432,70.251249,13,14,7,7,1,1,5,0.5,6,,,,,,,,,,,,,,,,,,,
YEM315,Yemen,08-14-2018,Trump,Unknown,Unknown,#VALUE!,#VALUE!,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
YEM315,Yemen,08-14-2018,Trump,Unknown ,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Ob236,Pakistan,08-16-2011,Obama,"Miram Shah, North Waziristan, Pakistan","32.956928,70.169394",32.956928,70.169394,2,7,3,4,1,1,2,0.571428571,2,,,,,,,,,,,,,,,,,,,
YEM167,Yemen,08-16-2014,Obama,"Hadhramout, Yemen","16.930413,49.365314",16.930413,49.365314,3,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
AFG385,Afghanistan ,08-16-2017,Trump,"Achin, Nangarhar, Afghanistan","34.0818099,70.6651371",34.0818099,70.6651371,45,54,0,0,0,0,0,0,54,,,,,,,,,,,,,,,,,,,
SOM058,Somalia,08-16-2017,Trump,"Jillib, Middle Juba, Somalia","0.491919,42.778436",0.491919,42.778436,7,7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
AFG488,Afghanistan ,08-16-2018,Trump,"Chah Anjir and Triz Nawar, Nad Ali, Helmand, Afghanistan","31.664217,64.266149",31.664217,64.266149,27,27,0,0,0,0,7,0,27,,,,,,,,,,,,,,,,,,,
AFG489,Afghanistan ,08-16-2018,Trump,"Tamin, Alishang district, Laghman, Afghanistan","34.7,70.149999",34.7,9999,1,1,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,
AFG083,Afghanistan ,08-17-2015,Obama,"Day Mirdad, Wardak, Afghanistan","34.216354,68.295173",34.216354,68.295173,4,5,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,
AFG084,Afghanistan ,08-17-2015,Obama,"Chak, Wardak, Afghanistan","34.031203,68.572411",34.031203,68.572411,2,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
Ob286,Pakistan,08-18-2012,Obama,"Mammon Narai, Shuweda, North Waziristan, Pakistan","32.943065,69.955033",32.943065,69.955033,5,12,1,1,0,0,2,0,11,,,,,,,,,,,,,,,,,,,
Ob237,Pakistan,08-19-2011,Obama,"Shin Warsak, South Waziristan, Pakistan","32.246388,69.509999",32.246388,69.509999,3,4,0,0,0,0,2,0,4,,,,,,,,,,,,,,,,,,,
Ob287,Pakistan,08-19-2012,Obama,"Mana, Shawal, North Waziristan, Pakistan","32.613785,69.508247",32.613785,69.508247,4,7,0,0,0,0,2,0,7,,,,,,,,,,,,,,,,,,,
Ob288,Pakistan,08-19-2012,Obama,"Mana, Shawal, North Waziristan, Pakistan","32.613785,69.508247",32.613785,69.508247,2,3,0,0,0,0,2,0,3,,,,,,,,,,,,,,,,,,,
B19,Pakistan,08-20-2008,Bush,"Zari Noor, South Waziristan, Pakistan","32.303880,69.538126",32.303880,69.538126,6,12,0,0,0,0,5,0,12,,,,,,,,,,,,,,,,,,,
Ob31,Pakistan,08-21-2009,Obama,"Danda Darpakhel, North Waziristan, Pakistan","32.990218,70.051802",32.990218,70.051802,17,21,9,13,6,6,2,0.619047619,2,,,,,,,,,,,,,,,,,,,
Ob108,Pakistan,08-21-2010,Obama,"Qutab Khel, North Waziristan, Pakistan","32.968480,70.059245",32.968480,70.059245,4,6,0,4,0,0,2,0.666666667,2,,,,,,,,,,,,,,,,,,,
Ob289,Pakistan,08-21-2012,Obama,"Shnakhura, Datta Khel, North Waziristan, Pakistan","33.150049,70.433361",33.150049,70.433361,4,25,1,3,1,1,2,0.12,21,,,,,,,,,,,,,,,,,,,
YEM203,Yemen,08-21-2015,Obama,"Harib, Marib, Yemen","14.926530,45.507141",14.926530,45.507141,3,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
AFG386,Afghanistan ,08-21-2017,Trump,"Marghi, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,6,6,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,
SOM103,Somalia,08-21-2018,Trump,Kismayo,"-0.356045,42.546057",-0.356045,42.546057,2,2,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,
Ob238,Pakistan,08-22-2011,Obama,"Mir Koon Khel, Mir Ali, North Waziristan, Pakistan","32.970019,70.277584",32.970019,70.277584,3,7,0,4,0,0,3,0,3,,,,,,,,,,,,,,,,,,,
AFG252,Afghanistan ,08-22-2016,Obama,"Kot, Nangarhar, Afghanistan","34.263148,70.788209",34.263148,70.788209,4,4,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,
Ob110,Pakistan,08-23-2010,Obama,"Darga Mandi, North Waziristan, Pakistan","32.943065,69.955033",32.943065,69.955033,5,7,0,0,0,0,3,0,7,,,,,,,,,,,,,,,,,,,
Ob109,Pakistan,08-23-2010,Obama,"Danda Darpakhel, North Waziristan, Pakistan","32.990218,70.051802",32.990218,70.051802,20,20,7,9,3,3,15,0.45,8,,,,,,,,,,,,,,,,,,,
YEM204,Yemen,08-23-2015,Obama,"Mukalla, Hadaramout, Yemen","14.540432,49.127197",14.540432,49.127197,4,4,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,
AFG085,Afghanistan ,08-23-2015,Obama,"Musa Qala, Helmand, Afghanistan","32.311872,64.811083",32.311872,64.811083,40,40,0,0,0,0,0,0,40,,,,,,,,,,,,,,,,,,,
YEM021,Yemen,08-24-2011,Obama,"Zinjibar, Abyan, Yemen","13.135021,45.388639",13.135021,45.388639,30,30,0,0,0,0,40,0,30,,,,,,,,,,,,,,,,,,,
YEM022,Yemen,08-24-2011,Obama,"Arkoub, Abyan, Yemen","13.634341,46.056321",13.634341,46.056321,6,6,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,
Ob290,Pakistan,08-24-2012,Obama,"Makai/Maki Ghar, Shawal, North Waziristan, Pakistan","32.613785,69.508247",32.613785,69.508247,13,22,0,0,0,0,4,0,22,,,,,,,,,,,,,,,,,,,
Ob291,Pakistan,08-24-2012,Obama,"Dara, Shawal, North Waziristan, Pakistan","32.613785,69.508247",32.613785,69.508247,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Ob292,Pakistan,08-24-2012,Obama,"Dre Nishter, Shawal, North Waziristan, Pakistan","32.613785,69.508247",32.613785,69.508247,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
YEM240,Yemen,08-24-2016,Obama,"Shabwa, Yemen","14.754630,46.516261",14.754630,46.516261,4,5,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,
AFG253,Afghanistan ,08-24-2016,Obama,"Kunduz, Afghanistan","36.728590,68.868066",36.728590,68.868066,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
AFG387,Afghanistan ,08-24-2017,Trump,"Shah Walikot, Kandahar, Afghanistan","32.074077,66.141526",32.074077,66.141526,42,42,0,0,0,0,17,0,42,,,,,,,,,,,,,,,,,,,
YEM023,Yemen,08-25-2011,Obama,"Wadi Hassan, Abyan, Yemen","13.634341,46.056321",13.634341,46.056321,8,8,0,0,0,0,3,0,8,,,,,,,,,,,,,,,,,,,
AFG254,Afghanistan ,08-25-2016,Obama,"Nad Ali, Helmand, Afghanistan","31.664217,64.266149",31.664217,64.266149,24,32,0,8,0,0,0,0.25,24,,,,,,,,,,,,,,,,,,,
SOM059,Somalia,08-25-2017,Trump,"Bariire, Lower Shabelle region, Somalia","2.047318,44.896136",2.047318,44.896136,0,10,0,10,0,3,0,0,0,,,,,,,,,,,,,,,,,,,
AFG490,Afghanistan ,08-25-2018,Trump,"Khogyani, Nangarhar, Afghanistan","34.229212,70.193208",34.229212,70.193208,10,11,0,0,0,0,0,0,11,,,,,,,,,,,,,,,,,,,
YEM205,Yemen,08-26-2015,Obama,"Mukalla, Hadramout, Yemen","14.540432,49.127197",14.540432,49.127197,5,5,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,
AFG086,Afghanistan ,08-26-2015,Obama,"Kotikhil, Shirzad, Nangarhar, Afghanistan","33.545187,69.357780",33.545187,69.357780,4,4,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,
B20,Pakistan,08-27-2008,Bush,"Ganki Khel, South Waziristan, Pakistan","32.320237,69.859740",32.320237,69.859740,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,
Ob32,Pakistan,08-27-2009,Obama,"Taparghai, South Waziristan, Pakistan","32.320237,69.859740",32.320237,69.859740,8,10,0,0,0,0,6,0,10,,,,,,,,,,,,,,,,,,,
Ob111,Pakistan,08-27-2010,Obama,"Shahidano, Kurram Agency, Pakistan","33.695975,70.336069",33.695975,70.336069,3,9,0,0,0,0,2,0,9,,,,,,,,,,,,,,,,,,,
Ob113,Pakistan,08-27-2010,Obama,"Taaloo Ganj, Kurram Agency, Pakistan","33.695975,70.336069",33.695975,70.336069,2,3,0,3,0,0,0,1,0,,,,,,,,,,,,,,,,,,,
Ob112,Pakistan,08-27-2010,Obama,"Badshah Kot, Kurram Agency, Pakistan","33.695975,70.336069",33.695975,70.336069,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
AFG087,Afghanistan ,08-27-2015,Obama,"Musa Qala, Helmand, Afghanistan","32.311872,64.811083",32.311872,64.811083,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
SOM104,Somalia,08-27-2018,Trump,Mogadishu,"2.046934,45.318162",2.046934,45.318162,3,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
YEM099,Yemen,08-28-2012,Obama,"Qahb al-Hisan, Hadhramout, Yemen","16.930413,49.365314",16.930413,49.365314,2,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
AFG388,Afghanistan ,08-28-2017,Trump,"Mamand Dara, Marghay and Owsatkhan, Achin, Nangarhar, Afghanistan","34.215777,71.026004",34.215777,71.026004,14,14,0,0,0,0,0,0,14,,,,,,,,,,,,,,,,,,,
YEM100,Yemen,08-29-2012,Obama,"Al Qotn, Hadhramout, Yemen","15.840860,48.483723",15.840860,48.483723,5,5,2,2,0,0,0,0.4,3,,,,,,,,,,,,,,,,,,,
AFG255,Afghanistan ,08-29-2016,Obama,"Jani Khil, Paktia, Afghanistan","33.633852,69.835915",33.633852,69.835915,8,120,0,0,0,0,0,0,120,,,,,,,,,,,,,,,,,,,
B21,Pakistan,08-30-2008,Bush,"Korzai, South Waziristan, Pakistan","32.320237,69.859740",32.320237,69.859740,4,5,0,0,0,0,4,0,5,,,,,,,,,,,,,,,,,,,
B22,Pakistan,08-30-2008,Bush,"Miram Shah, North Waziristan, Pakistan","32.956928,70.169394",32.956928,70.169394,6,11,2,9,1,4,2,0.818181818,0,,,,,,,,,,,,,,,,,,,
YEM140,Yemen,08-30-2013,Obama,"Manaseh, Bayda, Yemen","13.988914,45.577100",13.988914,45.577100,4,6,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,
AFG088,Afghanistan ,08-30-2015,Obama,"Musa Qala, Helmand, Afghanistan","32.311872,64.811083",32.311872,64.811083,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
YEM241,Yemen,08-30-2016,Obama,"Shabwa, Yemen","14.754630,46.516261",14.754630,46.516261,3,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
SOM041,Somalia,08-30-2016,Obama,"Near Gobanale, Somalia","5.152149,46.199615",5.152149,46.199615,2,2,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,
AFG256,Afghanistan ,08-30-2016,Obama,"Lal Pura, Nangarhar, Afghanistan","34.354216,70.954680",34.354216,70.954680,6,6,0,0,0,0,3,0,6,,,,,,,,,,,,,,,,,,,
AFG389,Afghanistan ,08-30-2017,Trump,"Pul e 'Alam, Logar, Afghanistan","33.999937,69.019531",33.999937,69.019531,13,13,13,13,10,10,12,1,0,,,,,,,,,,,,,,,,,,,
YEM024,Yemen,08-31-2011,Obama,"Abyan, Yemen","13.634341,46.056321",13.634341,46.056321,30,30,0,0,0,0,0,0,30,,,,,,,,,,,,,,,,,,,
YEM101,Yemen,08-31-2012,Obama,"Hawda, Hadhramout, Yemen","15.5110948,45.9153573",15.5110948,45.9153573,8,8,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
Ob323,Pakistan,08-31-2013,Obama,"Mossaki, Tehsil Mir Ali, North Waziristan, Pakistan","32.954822,70.288452",32.954822,70.288452,3,4,0,0,0,0,1,0,4,,,,,,,,,,,,,,,,,,,
AFG089,Afghanistan ,08-31-2015,Obama,"Nahr e Saraj, Helmand, Afghanistan","31.658611,64.404444",31.658611,64.404444,2,2,2,2,0,0,0,1,0,,,,,,,,,,,,,,,,,,,
AFG257,Afghanistan ,08-31-2016,Obama,"Deh Bala, Nangarhar, Afghanistan","34.092630,70.469224",34.092630,70.469224,17,17,0,0,0,0,0,0,17,,,,,,,,,,,,,,,,,,,
AFG258,Afghanistan ,08-31-2016,Obama,Unknown,Unknown,#VALUE!,#VALUE!,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
SOM060,Somalia,08-31-2017,Trump,"Barawe, Lower Shabelle, Somalia","1.116195,44.031816",1.116195,44.031816,1,1,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,
AFG390,Afghanistan ,08-31-2017,Trump,Unknown,Unknown,#VALUE!,#VALUE!,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
AFG491,Afghanistan ,08-31-2018,Trump,"Parwan, Afghanistan","34.963097,68.810884",34.963097,68.810884,4,4,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,
Ob293,Pakistan,09-01-2012,Obama,"Degan, North Waziristan, Pakistan","32.943065,69.955033",32.943065,69.955033,4,6,0,0,0,0,2,0,6,,,,,,,,,,,,,,,,,,,
Ob370,Pakistan,09-01-2015,Obama,"Karwanda village, Manzarkhel area, Dattakhel sub-0ision or Lawara Banga area of Shawal valley, North Waziristan, Pakistan","33.150049,70.433361",33.150049,70.433361,5,6,0,0,0,0,4,0,6,,,,,,,,,,,,,,,,,,,
AFG090,Afghanistan ,09-01-2015,Obama,"Musa Qala, Helmand, Afghanistan","32.311872,64.811083",32.311872,64.811083,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
B23,Pakistan,09-02-2008,Bush,"North Waziristan, Pakistan","32.943065,69.955033",32.943065,69.955033,0,10,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,
YEM102,Yemen,09-02-2012,Obama,"Radaa, Bayda, Yemen","14.411870,44.836513",14.411870,44.836513,12,12,12,12,3,3,4,1,0,,,,,,,,,,,,,,,,,,,
AFG259,Afghanistan ,09-02-2016,Obama,"Spera, Khost, Afghanistan","32.8078448,68.6456967",32.8078448,68.6456967,7,7,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,,,,
Ob114,Pakistan,09-03-2010,Obama,"Miram Shah, North Waziristan, Pakistan","32.956928,70.169394",32.956928,70.169394,6,9,0,0,0,0,2,0,9,,,,,,,,,,,,,,,,,,,
Ob115,Pakistan,09-03-2010,Obama,"Datta Khel, North Waziristan, Pakistan","33.150049,70.433361",33.150049,70.433361,2,4,0,0,0,0,2,0,4,,,,,,,,,,,,,,,,,,,
B24,Pakistan,09-04-2008,Bush,"Mohammad Khel, North Waziristan, Pakistan","32.957056,69.885054",32.957056,69.885054,5,7,0,0,0,0,3,0,7,,,,,,,,,,,,,,,,,,,
Ob116,Pakistan,09-04-2010,Obama,"Datta Khel, North Waziristan, Pakistan","33.150049,70.433361",33.150049,70.433361,7,8,0,0,0,0,12,0,8,,,,,,,,,,,,,,,,,,,
YEM242,Yemen,09-04-2016,Obama,"Shabwa, Yemen","14.754630,46.516261",14.754630,46.516261,6,9,0,0,0,0,0,0,9,,,,,,,,,,,,,,,,,,,
AFG392,Afghanistan ,09-04-2017,Trump,"Chapa Dara, Manogi, Kunar, Afghanistan","34.920175,70.764423",34.920175,70.764423,12,12,0,0,0,0,0,0,12,,,,,,,,,,,,,,,,,,,
AFG391,Afghanistan ,09-04-2017,Trump,"Jarji village, Qarabagh, Kabul, Afghanistan","34.846275,69.216232",34.846275,69.216232,0,2,0,2,0,0,0,1,0,,,,,,,,,,,,,,,,,,,
AFG503,Afghanistan,09-04-2018,Trump,"Helmand, Afghanistan","31.363647,63.958611",31.363647,63.958611,9,9,0,0,0,0,0,0,9,0,,,,,,,,,,,,,,,,,,
AFG504,Afghanistan,09-04-2018,Trump,"Herat, Afghanistan","34.352865,62.204028",34.352865,62.204028,2,2,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,
AFG505,Afghanistan,09-04-2018,Trump,"Kandahar, Afghanistan","31.628871,65.737174",31.628871,65.737174,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG506,Afghanistan,09-04-2018,Trump,"Kunar, Afghanistan","34.846589,71.097316",34.846589,71.097316,4,4,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,
AFG507,Afghanistan,09-04-2018,Trump,"Kunduz, Afghanistan","36.728590,68.868066",36.728590,68.868066,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG508,Afghanistan,09-04-2018,Trump,"Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,2,2,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,
AFG509,Afghanistan,09-04-2018,Trump,"Wardak, Afghanistan","34.351349,68.238533",34.351349,68.238533,2,2,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,
B25,Pakistan,09-05-2008,Bush,"Gurwak, North Waziristan, Pakistan","32.943065,69.955033",32.943065,69.955033,5,12,5,7,3,4,0,0.583333333,1,,,,,,,,,,,,,,,,,,,
YEM026,Yemen,09-05-2011,Obama,"Jaar, Abyan, Yemen","13.216737,45.306426",13.216737,45.306426,9,11,1,1,1,1,2,0.090909091,9,,,,,,,,,,,,,,,,,,,
YEM025,Yemen,09-05-2011,Obama,"Jaar, Abyan, Yemen","13.216737,45.306426",13.216737,45.306426,3,7,3,7,0,0,4,1,0,,,,,,,,,,,,,,,,,,,
YEM103,Yemen,09-05-2012,Obama,"Al Ain, Yemen","16.0000181,47.7079339",16.0000181,47.7079339,4,6,1,4,0,0,3,0.666666667,2,,,,,,,,,,,,,,,,,,,
SOM042,Somalia,09-05-2016,Obama,"Tortoroow, Somalia","5.152149,46.199615",5.152149,46.199615,4,4,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,
AFG393,Afghanistan ,09-05-2017,Trump,"Zenikhel, Nadir Shahwali Kot, Khost, Afghanistan","32.074077,66.141526",32.074077,66.141526,6,6,0,0,0,0,1,0,6,,,,,,,,,,,,,,,,,,,
SOM061,Somalia,09-05-2017,Trump,"Bay region, Somalia","2.482519,43.483738",2.482519,43.483738,3,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
AFG510,Afghanistan,09-05-2018,Trump,"Ghazni, Afghanistan","33.545058,68.417397",33.545058,68.417397,3,3,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,
AFG511,Afghanistan,09-05-2018,Trump,"Helmand, Afghanistan","31.363647,63.958611",31.363647,63.958611,3,3,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,
AFG512,Afghanistan,09-05-2018,Trump,"Kandahar, Afghanistan","31.628871,65.737174",31.628871,65.737174,5,5,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,
AFG513,Afghanistan,09-05-2018,Trump,"Kapisa, Afghanistan","34.981057,69.621456",34.981057,69.621456,3,3,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,
AFG514,Afghanistan,09-05-2018,Trump,"Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,8,8,0,0,0,0,0,0,8,0,,,,,,,,,,,,,,,,,,
AFG515,Afghanistan,09-05-2018,Trump,"Uruzgan, Afghanistan","32.927128,66.141526",32.927128,66.141526,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
Ob117,Pakistan,09-06-2010,Obama,"Khar Qamar, North Waziristan, Pakistan","32.943065,69.955033",32.943065,69.955033,3,6,0,0,0,0,1,0,6,,,,,,,,,,,,,,,,,,,
Ob324,Pakistan,09-06-2013,Obama,"Tabi, Tehsil Ghulam Khan, North Waziristan, Pakistan","33.098257,69.978855",33.098257,69.978855,5,7,0,0,0,0,3,0,7,,,,,,,,,,,,,,,,,,,
AFG091,Afghanistan ,09-06-2015,Obama,"Garamser, Helmand, Afghanistan","31.132511,64.212898",31.132511,64.212898,11,31,0,0,0,0,4,0,31,,,,,,,,,,,,,,,,,,,
AFG092,Afghanistan ,09-06-2015,Obama,"Maiwand, Kandahar, Afghanistan","31.499713,65.000853",31.499713,65.000853,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
AFG516,Afghanistan,09-06-2018,Trump,"Helmand, Afghanistan","31.363647,63.958611",31.363647,63.958611,3,3,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,
AFG517,Afghanistan,09-06-2018,Trump,"Kandahar, Afghanistan","31.628871,65.737174",31.628871,65.737174,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG518,Afghanistan,09-06-2018,Trump,"Khost, Afghanistan","33.333847,69.937167",33.333847,69.937167,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG519,Afghanistan,09-06-2018,Trump,"Kunar, Afghanistan","34.846589,71.097316",34.846589,71.097316,3,3,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,
AFG520,Afghanistan,09-06-2018,Trump,"Laghman, Afghanistan","34.689768,70.145580",34.689768,70.145580,6,6,0,0,0,0,0,0,6,0,,,,,,,,,,,,,,,,,,
AFG521,Afghanistan,09-06-2018,Trump,"Logar, Afghanistan","34.014551,69.192391",34.014551,69.192391,2,2,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,
AFG522,Afghanistan,09-06-2018,Trump,"Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,4,4,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,
AFG523,Afghanistan,09-06-2018,Trump,"Paktia, Afghanistan","33.706199,69.383107",33.706199,69.383107,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
Ob33,Pakistan,09-07-2009,Obama,"Machi Khel, North Waziristan, Pakistan","33.029133,70.246785",33.029133,70.246785,5,8,3,3,0,0,2,0.375,5,,,,,,,,,,,,,,,,,,,
YEM027,Yemen,09-07-2011,Obama,"Mahfed, Abyan, Yemen","14.061619,46.914966",14.061619,46.914966,3,10,0,0,0,0,2,0,10,,,,,,,,,,,,,,,,,,,
SOM062,Somalia,09-07-2017,Trump,"Barawe, Lower Shabelle, Somalia","1.116195,44.031816",1.116195,44.031816,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
AFG524,Afghanistan,09-07-2018,Trump,"Helmand, Afghanistan","31.363647,63.958611",31.363647,63.958611,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG525,Afghanistan,09-07-2018,Trump,"Kabul, Afghanistan","34.555349,69.207486",34.555349,69.207486,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG526,Afghanistan,09-07-2018,Trump,"Logar, Afghanistan","34.014551,69.192391",34.014551,69.192391,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
AFG527,Afghanistan,09-07-2018,Trump,"Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,23,23,0,0,0,0,0,0,23,0,,,,,,,,,,,,,,,,,,
AFG528,Afghanistan,09-07-2018,Trump,"Paktika, Afghanistan","32.264538,68.524714",32.264538,68.524714,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
B26,Pakistan,09-08-2008,Bush,"Miram Shah, North Waziristan, Pakistan","32.956928,70.169394",32.956928,70.169394,17,23,11,20,5,8,14,0.869565217,0,,,,,,,,,,,,,,,,,,,
Ob34,Pakistan,09-08-2009,Obama,"Darga Mandi, North Waziristan, Pakistan","32.943065,69.955033",32.943065,69.955033,10,15,5,5,3,3,4,0.333333333,7,,,,,,,,,,,,,,,,,,,
Ob120,Pakistan,09-08-2010,Obama,"Danda Darpakhel, North Waziristan, Pakistan","32.990218,70.051802",32.990218,70.051802,10,10,0,0,0,0,2,0,10,,,,,,,,,,,,,,,,,,,
Ob118,Pakistan,09-08-2010,Obama,"Danda Darpakhel, North Waziristan, Pakistan","32.990218,70.051802",32.990218,70.051802,5,10,4,4,4,4,2,0.4,2,,,,,,,,,,,,,,,,,,,
Ob119,Pakistan,09-08-2010,Obama,"Ambar Shaga, North Waziristan, Pakistan","32.943065,69.955033",32.943065,69.955033,3,4,0,4,0,0,1,1,0,,,,,,,,,,,,,,,,,,,
AFG093,Afghanistan ,09-08-2015,Obama,"Ghazi Abad, Kunar, Afghanistan","34.6999992,70.7412452",34.6999992,70.7412452,2,2,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,
AFG492,Afghanistan ,09-08-2018,Trump,"Wardak, Afghanistan","34.351349,68.238533",34.351349,68.238533,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
