Strike ID,Country,Date (MM-DD-YYYY),President,Village/local area,District,Province,"Village/Local Area, District, Province, Country",Lat/Long of Location ,"Modified Location 
when Applicable","Lat/Long of Modified Location 
when Applicable ",Most Specific Location,Most Specific Lat/Long,,,Type of attack,Reportedly drone?,US confirmed?,US only source?,"Counter-
terrorism, force protection or strategic effects?",Reported target group?,Time,Reported target type,Minimum strikes,Maximum strikes,Minimum total people killed,Maximum total people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum reported injured,Maximum reported injured,Strike link,Timeline URL,Index
AFG120,Afghanistan ,11-08-2015,Obama,Gulai,Ghanikhil,Nangarhar,"Gulai, Ghanikhil, Nangarhar, Afghanistan","34.171831,70.621679",,,"Gulai, Ghanikhil, Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,US strike,1,0,0,-,Taliban,Afternoon,Hideout,1,1,3,3,0,0,0,0,1,1,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#110,,110
AFG121,Afghanistan ,11-14-2015,Obama,Landi Kambo,Khogyani,Nangarhar,"Landi Kambo, Khogyani, Nangarhar, Afghanistan","34.229212,70.193208",,,"Landi Kambo, Khogyani, Nangarhar, Afghanistan","34.229212,70.193208",34.229212,70.193208,US strike,1,0,0,-,Taliban,-,Vehicle,1,1,12,13,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#111,,111
AFG122,Afghanistan ,11-17-2015,Obama,Unknown,Behsood,Nangarhar,"Unknown, Behsood, Nangarhar, Afghanistan","34.453813,70.484843",,,"Behsood, Nangarhar, Afghanistan","34.453813,70.484843",34.453813,70.484843,US strike,1,0,0,-,Taliban,-,-,1,1,8,8,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#112,,112
AFG123,Afghanistan ,11-18-2015,Obama,Unknown,Babrak Thana,Khost,"Unknown, Babrak Thana, Khost, Afghanistan","33.333847,69.937167",,,"Babrak Thana, Khost, Afghanistan","33.333847,69.937167",33.333847,69.937167,US strike,1,0,0,-,-,-,Training camp,1,1,21,50,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#113,,113
AFG124,Afghanistan ,11-24-2015,Obama,Dabila,Mohmand Dara,Nangarhar,"Dabila, Mohmand Dara, Nangarhar, Afghanistan","34.215777,71.026004",,,"Dabila, Mohmand Dara, Nangarhar, Afghanistan","34.215777,71.026004",34.215777,71.026004,US strike,1,0,0,-,Taliban,17:00,-,1,1,2,2,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#114,,114
AFG125,Afghanistan ,11-24-2015,Obama,Unknown,Behsood,Nangarhar,"Unknown, Behsood, Nangarhar, Afghanistan","34.453813,70.484843",,,"Behsood, Nangarhar, Afghanistan","34.453813,70.484843",34.453813,70.484843,US strike,1,0,0,-,Taliban,Night,Vehicles,1,1,8,8,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#115,,115
AFG126,Afghanistan ,11-25-2015,Obama,"Gagi Mountain, Ali Shir",Tere Zayi,Khost,"Gagi Mountain, Ali Shir, Tere Zayi, Khost, Afghanistan","33.388710,70.169394",,,"Gagi Mountain, Ali Shir, Tere Zayi, Khost, Afghanistan","33.388710,70.169394",33.388710,70.169394,US strike,1,0,0,-,TTP,Night,Hideout,2,2,10,16,0,0,0,0,20,20,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#116,,116
AFG127,Afghanistan ,12-03-2015,Obama,Nakora,Chapa Dara,Kunar,"Nakora, Chapa Dara, Kunar, Afghanistan","34.893888,70.774166",,,"Nakora, Chapa Dara, Kunar, Afghanistan","34.893888,70.774166",34.893888,70.774166,US strike,1,0,0,-,TTP,Night,-,1,1,3,3,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#117,,117
AFG128,Afghanistan ,12-08-2015,Obama,Ador,Khogyani,Nangarhar,"Ador, Khogyani, Nangarhar, Afghanistan","34.266667,70.266666",,,"Ador, Khogyani, Nangarhar, Afghanistan","34.266667,70.266666",34.266667,70.266666,US strike,1,0,0,-,Taliban,-,-,1,1,11,11,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#118,,118
AFG129,Afghanistan ,12-13-2015,Obama,Unknown,"Marja, Sangin and Babaji",Helmand,"Unknown, Marja, Sangin and Babaji, Helmand, Afghanistan","32.071099,64.852586",,,"Marja, Sangin and Babaji, Helmand, Afghanistan","32.071099,64.852586",32.071099,64.852586,US strike with US and Afghan ground operation,0,0,0,-,Taliban,-,-,3,3,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#119,,119
AFG130,Afghanistan ,12-15-2015,Obama,Sher Khan village,Deh Yak,Ghazni,"Sher Khan village, Deh Yak, Ghazni, Afghanistan","33.468564,68.763191",,,"Sher Khan village, Deh Yak, Ghazni, Afghanistan","33.468564,68.763191",33.468564,68.763191,US air and Afghan ground operation,0,0,0,-,Taliban,-,-,1,1,9,9,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#134,,134
AFG131,Afghanistan ,12-19-2015,Obama,Unknown,Bati Kot,Nangarhar,"Unknown, Bati Kot, Nangarhar, Afghanistan","34.263148,70.788209",,,"Bati Kot, Nangarhar, Afghanistan","34.263148,70.788209",34.263148,70.788209,US air and ground operations,1,1,0,FP,Taliban,-,Hideout,1,1,3,3,0,0,0,0,2,2,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#135,,135
AFG132,Afghanistan ,12-22-2015,Obama,28th canal area,Ghani Khel,Nangarhar,"28th canal area, Ghani Khel, Nangarhar, Afghanistan","34.516667,70.149999",,,"28th canal area, Ghani Khel, Nangarhar, Afghanistan","34.516667,70.149999",34.516667,70.149999,US air and ground operations,1,0,0,-,Taliban,-,-,1,1,3,3,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#136,,136
AFG133,Afghanistan ,12-23-2015,Obama,Sangin,Sangin,Helmand,"Sangin, Sangin, Helmand, Afghanistan","32.071099,64.852586",,,"Sangin, Sangin, Helmand, Afghanistan","32.071099,64.852586",32.071099,64.852586,US strike,1,1,1,FP,Taliban,Night,-,2,2,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#137,,137
AFG134,Afghanistan ,12-23-2015,Obama,Atewishtama Wyala,Ghanikhel,Nangarhar,"Atewishtama Wyala, Ghanikhel, Nangarhar, Afghanistan","34.171831,70.621679",,,"Atewishtama Wyala, Ghanikhel, Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,US strike,1,0,0,-,Taliban,Afternoon,-,1,1,3,3,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#138,,138
AFG135,Afghanistan ,12-29-2015,Obama,Masboud valley,Alishang,Laghman,"Masboud valley, Alishang, Laghman, Afghanistan","34.7,70.149999",,,"Masboud valley, Alishang, Laghman, Afghanistan","34.7,70.149999",34.7,9999,US strike,1,0,0,-,Taliban,Afternoon,-,1,1,2,2,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#139,,139
AFG136,Afghanistan ,01-02-2016,Obama,Shaltan Darra,Shegal,Kunar,"Shaltan Darra, Shegal, Kunar, Afghanistan","34.846589,71.097316",,,"Shaltan Darra, Shegal, Kunar, Afghanistan","34.846589,71.097316",34.846589,71.097316,US strike,1,0,0,-,ISIS,-,-,1,1,5,5,0,0,0,0,2,2,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#140,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#,140
AFG137,Afghanistan ,01-06-2016,Obama,Unknown,Majah,Helmand,"Unknown, Majah, Helmand, Afghanistan","31.517771,64.114227",,,"Majah, Helmand, Afghanistan","31.517771,64.114227",31.517771,64.114227,US strike,0,1,1,-,-,-,-,12,12,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#141,,141
AFG138,Afghanistan ,01-08-2016,Obama,"Maktab village, Pekha",Achin,Nangarhar,"Maktab village, Pekha, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Maktab village, Pekha, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,1,0,CT,ISIS,Afternoon (after Friday prayers),Mass public execution,1,1,17,20,0,0,0,0,2,2,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#142,,142
AFG139,Afghanistan ,01-08-2016,Obama,Unknown,Kharkhez,Kandahar,"Unknown, Kharkhez, Kandahar, Afghanistan","31.788010,65.570785",,,"Kharkhez, Kandahar, Afghanistan","31.788010,65.570785",31.788010,65.570785,US strike,0,1,1,FP,-,-,-,1,1,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#143,,143
AFG140,Afghanistan ,01-08-2016,Obama,Unknown,Bermal,Paktika,"Unknown, Bermal, Paktika, Afghanistan","32.746111,69.297777",,,"Bermal, Paktika, Afghanistan","32.746111,69.297777",32.746111,69.297777,US strike,0,1,1,FP,-,-,-,1,1,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#144,,144
AFG141,Afghanistan ,01-09-2016,Obama,Unknown,Achin,Nangarhar,"Unknown, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,1,0,FP,ISIS,-,Hideouts,1,1,20,20,0,0,0,0,2,2,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#145,,145
AFG142,Afghanistan ,01-09-2016,Obama,Unknown,Shegal,Kunar,"Unknown, Shegal, Kunar, Afghanistan","35.118055,71.228333",,,"Shegal, Kunar, Afghanistan","35.118055,71.228333",35.118055,71.228333,US strike,1,1,0,FP,TTP,8:00,-,1,1,10,10,1,1,1,1,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#146,,146
AFG143,Afghanistan ,01-10-2016,Obama,Unknown,Bermal,Paktika,"Unknown, Bermal, Paktika, Afghanistan","32.746111,69.297777",,,"Bermal, Paktika, Afghanistan","32.746111,69.297777",32.746111,69.297777,US strike,0,1,1,FP,-,-,-,1,1,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#147,,147
AFG144,Afghanistan ,01-10-2016,Obama,Unknown,Bermal,Paktika,"Unknown, Bermal, Paktika, Afghanistan","32.746111,69.297777",,,"Bermal, Paktika, Afghanistan","32.746111,69.297777",32.746111,69.297777,US strike,0,1,1,FP,-,-,-,1,1,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#148,,148
AFG145,Afghanistan ,01-14-2016,Obama,"Abdulkhelo area, Bandar locality",Achin,Nangarhar,"Abdulkhelo area, Bandar locality, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Abdulkhelo area, Bandar locality, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,1,0,FP,ISIS,16:00,House,1,1,12,12,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#149,,149
AFG146,Afghanistan ,01-16-2016,Obama,Unkown,Deh Bala,Nangarhar,"Unkown, Deh Bala, Nangarhar, Afghanistan","34.092630,70.469224",,,"Unkown, Deh Bala, Nangarhar, Afghanistan","34.092630,70.469224",34.092630,70.469224,US strike,0,0,0,-,-,Afternoon,-,8,8,17,17,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#150,,150
AFG147,Afghanistan ,01-16-2016,Obama,Shabi Tangi,Haska Mena,Nangarhar,"Shabi Tangi, Haska Mena, Nangarhar, Afghanistan","34.171831,70.621679",,,"Shabi Tangi, Haska Mena, Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,US strike,1,0,0,-,ISIS,Late,-,1,1,22,22,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#151,,151
AFG148,Afghanistan ,01-19-2016,Obama,Deh Sarak,Achin,Nangarhar,"Deh Sarak, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Deh Sarak, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,0,0,-,ISIS,14:00-15:00,Vehicle,1,1,5,5,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#152,,152
AFG149,Afghanistan ,01-19-2016,Obama,Deh Sarak,Achin,Nangarhar,"Deh Sarak, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Deh Sarak, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,0,0,-,ISIS,14:00-15:00,Vehicle,1,1,5,5,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#153,,153
AFG150,Afghanistan ,01-22-2016,Obama,Khawajakhel,Arghandab,Zabul,"Khawajakhel, Arghandab, Zabul, Afghanistan","32.431900,66.674210",,,"Khawajakhel, Arghandab, Zabul, Afghanistan","32.431900,66.674210",32.431900,66.674210,US strike,1,0,0,-,-,Late,-,1,1,3,3,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#154,,154
AFG151,Afghanistan ,01-22-2016,Obama,Unknown,Unknown,Nangarhar,"Unknown, Unknown, Nangarhar, Afghanistan","34.171831,70.621679",,,"Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,US strike,1,0,0,-,ISIS,-,-,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#155,,155
AFG152,Afghanistan ,01-22-2016,Obama,Abdulkhel area,Achin,Nangarhar,"Abdulkhel area, Achin, Nangarhar, Afghanistan","34.053888,70.696111",,,"Abdulkhel area, Achin, Nangarhar, Afghanistan","34.053888,70.696111",34.053888,70.696111,US strike,1,0,0,-,ISIS,Night,-,1,1,3,3,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#156,,156
AFG153,Afghanistan ,01-22-2016,Obama,Gorgori,Haska Mena,Nangarhar,"Gorgori, Haska Mena, Nangarhar, Afghanistan","34.171831,70.621679",,,"Gorgori, Haska Mena, Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,US strike,1,0,0,-,ISIS,Night,-,1,1,10,10,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#157,,157
AFG154,Afghanistan ,01-23-2016,Obama,Bandar,Achin,Nangarhar,"Bandar, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Bandar, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,0,0,-,ISIS,Noon,-,1,1,3,3,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#158,,158
AFG155,Afghanistan ,01-23-2016,Obama,Nargusi,Achin,Nangarhar,"Nargusi, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Nargusi, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,0,0,-,ISIS,-,-,1,1,6,6,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#159,,159
AFG156,Afghanistan ,01-24-2016,Obama,Gurguri,Deh Bala,Nangarhar,"Gurguri, Deh Bala, Nangarhar, Afghanistan","33.290775,70.794156",,,"Gurguri, Deh Bala, Nangarhar, Afghanistan","33.290775,70.794156",33.290775,70.794156,US strike,1,0,0,-,ISIS,-,-,1,1,13,13,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#160,,160
AFG157,Afghanistan ,01-24-2016,Obama,Bandar Khwar,Achin,Nangarhar,"Bandar Khwar, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Bandar Khwar, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,0,0,-,ISIS,-,-,1,1,4,4,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#161,,161
AFG158,Afghanistan ,01-25-2016,Obama,Unknown,Achin,Nangarhar,"Unknown, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,0,0,-,Taliban,Late,-,1,1,5,5,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#162,,162
AFG159,Afghanistan ,02-01-2016,Obama,Momand,Achin,Nangarhar,"Momand, Achin, Nangarhar, Afghanistan","34.215777,71.026004",,,"Momand, Achin, Nangarhar, Afghanistan","34.215777,71.026004",34.215777,71.026004,US strike,1,1,0,CT,ISIS,19:00-20:00,"Radio station, ""Internet facility"", court, hideout",2,4,21,29,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#163,,163
AFG160,Afghanistan ,02-01-2016,Obama,Unknown,Bermal or Gomal,Paktika,"Unknown, Bermal or Gomal, Paktika, Afghanistan","32.746111,69.297777","Paktika, Afghanistan","32.264538,68.524714","Paktika, Afghanistan","32.264538,68.524714",32.264538,68.524714,US strike,1,0,0,-,TTP,-,-,1,1,19,19,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#164,,164
AFG161,Afghanistan ,02-02-2016,Obama,Bandar,Achin,Nangarhar,"Bandar, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Bandar, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,1,0,FP,ISIS,16:00,-,1,1,3,4,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#165,,165
AFG162,Afghanistan ,02-04-2016,Obama,"Daman, Marghay",Bermal,Paktika,"Daman, Marghay, Bermal, Paktika, Afghanistan","32.746111,69.297777",,,"Daman, Marghay, Bermal, Paktika, Afghanistan","32.746111,69.297777",32.746111,69.297777,US strike,1,0,0,-,TTP,-,-,1,1,10,15,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#166,,166
AFG163,Afghanistan ,02-04-2016,Obama,Shiltan,Shegal,Kunar,"Shiltan, Shegal, Kunar, Afghanistan","34.846589,71.097316",,,"Shiltan, Shegal, Kunar, Afghanistan","34.846589,71.097316",34.846589,71.097316,US strike,1,1,0,CT,TTP,Night,-,1,1,3,3,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#167,,167
AFG164,Afghanistan ,02-05-2016,Obama,Unknown,Achin,Nangarhar,"Unknown, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,1,0,-,ISIS,-,Vehicle and gathering,1,2,16,16,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#168,,168
AFG165,Afghanistan ,02-08-2016,Obama,Bazaar,Achin,Nangarhar,"Bazaar, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Bazaar, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,0,0,-,ISIS,-,Bazaar,1,1,11,11,0,0,0,0,2,2,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#169,,169
AFG166,Afghanistan ,02-08-2016,Obama,Unknown,Nad Ali and Greshk,Helmand,"Unknown, Nad Ali and Greshk, Helmand, Afghanistan","31.664217,64.266149",,,"Nad Ali and Greshk, Helmand, Afghanistan","31.664217,64.266149",31.664217,64.266149,US strike,1,0,0,-,Taliban,Night,Vehicle,1,2,15,15,0,0,0,0,10,10,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#170,,170
AFG167,Afghanistan ,02-11-2016,Obama,Unknown,Gomal,Paktika,"Unknown, Gomal, Paktika, Afghanistan","32.434829,69.001648",,,"Gomal, Paktika, Afghanistan","32.434829,69.001648",32.434829,69.001648,US strike,1,1,0,CT,Taliban,-,Two vehicles,1,1,13,18,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#175,,175
AFG168,Afghanistan ,02-15-2016,Obama,Unknown,Nazyan,Nangarhar,"Unknown, Nazyan, Nangarhar, Afghanistan","34.118171,70.752529",,,"Nazyan, Nangarhar, Afghanistan","34.118171,70.752529",34.118171,70.752529,US strike,0,1,0,CT,-,-,-,1,1,15,15,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#179,,179
AFG169,Afghanistan ,02-17-2016,Obama,Raghi,Gomal,Paktika,"Raghi, Gomal, Paktika, Afghanistan","32.434829,69.001648",,,"Raghi, Gomal, Paktika, Afghanistan","32.434829,69.001648",32.434829,69.001648,US strike,1,0,0,-,Taliban,-,Hideout,1,1,6,6,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#176,,176
AFG170,Afghanistan ,02-18-2016,Obama,Raghi,Gomal,PAktika,"Raghi, Gomal, PAktika, Afghanistan","32.434829,69.001648",,,"Raghi, Gomal, PAktika, Afghanistan","32.434829,69.001648",32.434829,69.001648,US strike,1,0,0,-,-,-,Vehicle,1,1,6,6,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#177,,177
AFG171,Afghanistan ,02-22-2016,Obama,Pekha Khwar,Achin,Nangarhar,"Pekha Khwar, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Pekha Khwar, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,1,0,CT,ISIS,-,-,1,1,22,25,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#171,,171
AFG172,Afghanistan ,02-22-2016,Obama,Dand e Ghori,Pul-e-Khumri,Baghlan,"Dand e Ghori, Pul-e-Khumri, Baghlan, Afghanistan","35.943802,68.709535",,,"Dand e Ghori, Pul-e-Khumri, Baghlan, Afghanistan","35.943802,68.709535",35.943802,68.709535,US strike,1,0,0,-,Taliban,-,-,1,1,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#172,,172
AFG173,Afghanistan ,02-26-2016,Obama,Dadul,Gomal,Paktika,"Dadul, Gomal, Paktika, Afghanistan","32.434829,69.001648",,,"Dadul, Gomal, Paktika, Afghanistan","32.434829,69.001648",32.434829,69.001648,US strike,1,1,0,CT,AQ,-,Two motorcycles,1,1,3,3,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#173,,173
AFG174,Afghanistan ,02-28-2016,Obama,Mamand Dara and Pekha,Achin,Nangarhar,"Mamand Dara and Pekha, Achin, Nangarhar, Afghanistan","34.215777,71.026004",,,"Mamand Dara and Pekha, Achin, Nangarhar, Afghanistan","34.215777,71.026004",34.215777,71.026004,US strike,1,1,0,CT,ISIS,Late afternoon,-,1,1,7,9,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#174,,174
AFG175,Afghanistan ,03-05-2016,Obama,Mamond Dara,Achin,Nangarhar,"Mamond Dara, Achin, Nangarhar, Afghanistan","34.215777,71.026004",,,"Mamond Dara, Achin, Nangarhar, Afghanistan","34.215777,71.026004",34.215777,71.026004,US strike,1,1,0,CT,ISIS,Night,-,1,1,15,15,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#178,,178
AFG176,Afghanistan ,03-21-2016,Obama,Khwargai,Kot,Nangarhar,"Khwargai, Kot, Nangarhar, Afghanistan","34.263148,70.788209",,,"Khwargai, Kot, Nangarhar, Afghanistan","34.263148,70.788209",34.263148,70.788209,US strike,1,0,0,-,ISIS,14:30,"""Saracha"" vehicle",1,1,8,8,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#180,,180
AFG177,Afghanistan ,03-22-2016,Obama,Janajal Ghondie,Kot,Nangarhar,"Janajal Ghondie, Kot, Nangarhar, Afghanistan","34.263148,70.788209",,,"Janajal Ghondie, Kot, Nangarhar, Afghanistan","34.263148,70.788209",34.263148,70.788209,US strike,1,0,0,-,ISIS,14:00,-,1,1,2,8,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#181,,181
